customer_id;date_diff_post;buy_post
18933038;30;1
25628487;31;0
24201121;27;1
35031382;19;1
22617561;33;0
10863943;18;1
28982145;22;1
11799928;26;1
26196935;29;1
28867289;20;1
23997090;24;0
24709891;30;1
20286159;24;1
398571;30;1
22793270;30;0
38035277;28;1
19324467;24;1
1708577;23;1
26772433;13;1
457621;29;1
26312744;26;1
18672868;12;1
22721672;31;1
12207225;26;1
8807616;27;1
23998975;6;1
21255365;18;1
26641851;26;1
39511533;33;1
21514732;31;1
8174748;18;1
1722090;30;1
24103969;20;1
11641455;11;1
26922022;17;1
8654162;14;1
28027994;26;1
33616734;21;1
37706480;29;1
9990171;16;1
45492599;30;0
2036228;17;1
21977474;23;1
30388915;15;1
35826154;30;1
24952750;26;1
18657982;33;1
38640854;13;1
24935771;23;1
6088249;9;1
12117009;14;1
13211394;26;1
37523962;25;1
23025816;14;1
18794263;24;1
33424175;18;1
23421784;23;1
31655974;28;1
27518873;23;1
10231177;30;1
37550252;19;1
26202573;19;1
29231361;30;1
11603185;16;1
11454782;27;1
18635154;27;1
40479132;14;1
41047317;30;1
7035628;24;1
604293;29;0
1698890;25;1
4448548;26;1
6443603;30;1
3037153;15;1
28810784;31;1
21429998;25;1
6792927;20;1
33249206;30;1
24409077;22;1
9999456;27;1
13247130;21;1
422747;27;1
908938;27;1
18451741;23;1
1036832;24;1
11181901;11;1
26669672;28;1
23945675;16;1
35331976;18;1
6573465;9;1
37218132;17;1
21367332;29;1
25453037;16;1
8190984;13;1
37443599;29;1
13199017;26;1
306428;30;1
26939605;30;0
7381360;25;0
2342202;30;0
359786;15;1
11301920;30;1
23308596;22;1
18828320;31;0
25697084;36;1
9061369;30;0
7448195;32;1
23443788;27;1
8550052;30;0
23148677;30;0
40166601;28;1
25681776;17;1
27840124;31;1
17916037;30;1
12322337;18;1
22553154;24;1
39348371;22;1
30891116;29;1
8738296;30;1
34512927;24;0
12921511;26;1
34534556;6;1
19014989;30;1
11785272;13;1
33747524;31;1
25113727;29;0
21890914;18;1
940573;29;1
39478713;28;1
28241502;30;1
5664552;29;1
6691306;29;1
44443899;30;1
21891016;31;0
11756752;18;1
27812658;26;1
12015498;29;1
32472856;29;0
12656345;30;1
34656734;27;1
25027820;28;1
37850993;30;1
33600874;29;0
9776863;10;1
12167781;20;1
3745822;21;1
23514024;22;1
23642117;17;1
17808206;16;1
34213520;30;1
17603317;12;1
8844919;21;1
26266898;30;0
23484917;13;1
467668;30;1
20443608;30;1
21255257;29;1
23887438;29;1
34347276;17;1
12043003;21;1
29283111;16;1
38895177;15;1
29138196;25;1
32861634;11;1
29066559;27;1
42843220;28;1
12865828;26;1
38034427;22;1
21870341;28;1
22822928;18;1
23761276;23;1
18469423;22;1
9371608;25;1
44762011;29;1
24733829;11;1
26662660;17;1
25051685;31;0
25251329;27;1
28229925;20;1
10890688;31;1
11347176;29;1
12224694;17;1
26319872;26;1
272051;21;1
24046254;23;1
33623056;25;1
5720491;24;1
21043944;11;1
25386509;25;0
23385083;19;1
28009891;27;1
19240886;26;1
29775002;17;1
24483959;30;1
28155495;27;1
1222994;21;1
12271622;27;1
33576253;29;1
23943671;28;1
18106840;30;1
9116664;29;1
12434924;29;1
28551074;31;1
22586542;15;1
32398354;26;1
28155151;13;1
1282937;31;1
23004023;30;1
11074016;30;1
42204209;22;1
18962622;31;1
12583603;20;1
21229890;29;1
239096;17;1
27356960;28;1
41629584;19;1
23888309;30;1
27326377;26;1
35335859;28;1
23966706;30;1
7471331;24;1
44586823;30;0
29488904;23;1
35136535;30;1
41617720;30;1
34877728;21;1
21155503;22;1
39841099;31;0
704257;20;1
34722149;32;1
7389603;29;0
21157051;18;1
21591012;27;1
29131959;32;0
20372677;28;1
11130731;18;1
12258037;29;1
21938910;30;1
2081202;28;1
30194858;29;0
370643;17;1
21802322;30;1
31729740;25;1
196541;14;1
4555820;17;1
4124392;26;1
38611592;31;1
24417601;20;1
24056184;13;1
7370524;26;1
19333029;23;1
8558350;32;1
21666315;29;1
11262261;22;1
18221905;30;1
25926833;26;1
25875198;27;0
34391478;18;1
24521398;8;1
17871531;11;1
24155021;18;1
7651984;28;1
737605;31;1
28160602;23;1
3184052;29;1
29444662;17;1
5037755;31;1
1594497;27;1
7485956;23;1
458097;7;1
12600231;30;1
24045273;26;1
24988060;28;0
11931190;17;1
36299434;29;0
27953210;11;1
12458142;28;1
31560119;22;1
26378476;16;1
34288866;30;0
31139705;25;1
19981982;17;1
19331267;15;1
11602383;25;1
641429;26;1
20510158;27;1
223424;30;1
27852454;19;1
31349211;28;0
22154253;31;1
10086722;23;1
11170268;17;1
24051857;31;1
27062813;31;0
8789270;30;1
30111643;28;1
33575476;18;1
18782105;29;1
10036014;29;0
39220721;27;1
18045341;27;1
12981743;30;1
764466;21;1
11114927;15;1
29048616;30;1
22806132;30;0
7752753;30;1
29058468;29;1
8463799;11;1
11734514;21;1
8473052;22;1
27413316;31;1
30192165;28;1
24484760;28;1
5789250;27;1
29600378;16;1
21281917;16;1
13259758;21;1
27318623;26;1
13815244;17;1
9772909;19;1
26153886;29;0
12685720;30;1
44283860;29;0
32185255;30;1
45484221;30;0
32175387;14;1
2217455;30;0
26463660;25;1
27169897;31;1
23551404;31;0
32749278;32;1
17795222;27;1
6694956;23;1
29359824;28;1
29475165;26;1
23355531;27;1
411886;18;1
11669844;15;1
22938437;30;1
38575876;21;1
18706580;31;1
12563005;24;1
12435908;29;1
28571527;28;1
11980168;20;1
18124810;18;1
24061470;30;1
18450668;24;1
45598760;30;0
3136007;27;1
8704246;11;1
35485618;26;1
20457229;15;1
2145245;13;1
19133082;17;1
10179400;20;1
27112607;28;1
42913186;27;1
10807374;29;0
33978490;26;1
21836113;26;1
3230392;7;1
8966758;23;1
26833182;20;1
6385119;19;1
20988738;30;1
40628945;29;1
28376979;18;1
26389882;26;1
2400265;25;1
25609525;18;1
12499085;17;1
21818359;24;1
1006434;22;1
7625041;16;1
23985656;31;1
13006564;31;1
37939932;15;1
18343572;29;1
28624087;24;1
35225802;29;1
22671953;18;1
12645839;17;1
9862688;29;0
11215678;29;1
8353340;20;1
33093376;26;1
19925889;25;1
18874448;13;1
636375;8;1
18317230;7;1
19073690;30;1
26378902;30;1
35210260;31;0
7262649;14;1
5709689;26;1
1804825;23;1
30554254;23;1
45314737;30;0
23992632;29;1
35023260;32;1
41771755;27;1
32262086;30;1
36740290;30;0
12719464;6;1
32974233;30;1
7906954;29;0
7787939;30;1
22979078;27;1
24986533;26;1
22886824;18;1
4572946;30;1
27151951;29;0
28291214;12;1
12538752;21;1
1439162;24;1
11729182;30;0
15951079;30;1
36974919;23;1
12747093;30;0
1198564;12;1
23638764;30;0
38894611;30;1
8869972;23;1
10843666;27;1
29554921;24;1
36082128;30;1
10099334;28;1
6620905;29;0
37261175;29;1
6240499;30;1
12391161;28;1
28890703;22;1
44511541;23;1
18427773;30;0
8041428;30;1
4095201;17;1
22316268;28;1
405274;30;0
11781237;16;1
24116186;15;1
38182790;24;1
12285503;11;1
703247;15;1
4002006;30;1
23147693;30;1
369603;9;1
4590656;16;1
11321391;31;0
27747245;22;1
18727733;30;1
6517818;25;0
15598095;26;1
28854331;26;1
43916601;24;1
37643407;30;0
11759700;30;1
24427357;23;1
34344998;12;1
28812131;29;0
8513286;18;1
21662234;28;1
12389040;28;1
34325216;27;1
38418718;19;1
31503916;21;1
1415733;29;1
23408692;24;1
30158402;21;1
28973400;25;1
24292900;26;1
7415113;30;0
28645654;29;1
36483250;28;1
7610289;30;0
19200911;30;1
12051745;22;1
1453497;19;1
36847698;14;1
32591549;20;1
22851796;27;1
34356304;30;1
41056234;29;0
7236047;25;1
37146488;28;0
25338280;27;1
367805;16;1
28881196;14;1
21610691;25;1
26591358;30;0
22087786;31;1
9568321;26;1
21925721;30;0
23493383;30;0
27887530;29;0
11255880;20;1
43475601;10;1
282562;30;1
38791461;14;1
24648103;19;1
28184209;26;1
21605527;30;1
27396630;25;1
19674987;15;1
36967532;26;1
12764961;28;1
1721109;27;1
22508699;29;1
23190836;20;1
1084454;10;1
12304473;21;1
6678831;29;0
7356001;19;1
5707458;30;0
27014651;25;1
18644028;31;1
21183927;21;1
32220019;31;1
10636048;18;1
28788927;18;1
9986398;30;1
8741358;19;1
21553839;22;1
34270184;14;1
19926912;24;1
10808082;21;1
27936552;24;1
19376393;30;0
33254049;23;1
24161941;24;0
32081615;11;1
31877387;23;1
6350363;31;0
18839336;23;1
18337651;21;1
25831488;29;1
36621722;30;1
18060573;31;1
19135504;29;0
24437928;22;1
35670401;29;1
31126237;27;1
23333157;14;1
10861345;25;1
4042150;26;1
28307162;9;1
25205880;27;1
38612096;29;0
6442114;26;1
24789411;23;1
12062973;29;1
11751193;13;1
21134313;14;1
10995284;24;1
11721609;31;1
22285886;30;1
14488451;29;1
22602625;12;1
21504192;20;1
18172836;27;1
22486171;28;1
32663724;24;1
11726055;29;0
27609037;25;1
35026015;30;1
23603828;24;1
32624388;20;1
3986900;26;1
26892817;27;1
7424678;26;1
21579973;30;1
34256125;18;1
8766939;27;1
8381464;20;1
45386794;25;1
23535834;22;1
367975;25;1
10173437;28;1
36579630;22;1
34691524;29;0
32801481;29;1
24943401;30;1
14636279;14;1
35527884;30;0
27403861;14;1
27450368;20;1
40850731;23;1
11795383;29;1
21949827;22;1
25823103;7;1
19003890;32;0
28035573;27;1
21611498;30;1
19875300;18;1
27178163;10;1
11758331;23;1
18111757;28;1
12007826;20;1
739396;21;1
11663503;29;1
44603361;29;1
21976919;21;1
3349335;23;1
11202283;29;1
21494950;30;1
489676;31;1
26425543;30;1
11715667;18;1
29419317;19;1
779766;17;1
28113840;31;0
28570362;27;1
22504422;28;1
18088152;10;1
12242018;30;1
1658638;30;1
21364015;30;1
18269145;22;1
6173041;29;1
9563136;13;1
12692214;26;1
448916;28;1
18114460;28;1
31970539;29;1
326809;23;1
13016807;18;1
19325223;28;1
7474751;20;1
28570139;23;1
9566309;15;1
27695017;31;1
26839303;25;1
40014457;31;1
22972542;24;1
21307644;18;1
30658398;30;1
2632571;30;1
24100204;20;1
12469953;25;1
29209553;29;1
1910741;27;1
7615751;20;1
35425227;23;1
8638131;23;1
9027774;20;1
23639187;15;1
44559397;25;1
18658372;21;1
12101042;11;1
39569475;30;1
22913266;23;1
1432506;21;1
8038992;30;1
24452289;16;1
18785360;15;1
3888301;18;1
29623393;30;0
38532731;20;1
26348448;11;1
41948287;26;1
18664139;15;1
29701469;30;1
27630469;11;1
8444933;27;1
23794022;29;1
24766884;30;1
5824415;29;1
38825788;29;0
10202287;28;1
28519020;25;1
27427188;22;1
22745620;22;1
38285217;25;1
10062717;14;1
25625095;17;1
11114348;26;1
23021337;31;1
40078547;20;1
26965692;25;0
28211289;27;1
24548185;30;1
42687442;28;1
43686443;21;1
30328162;20;1
11075320;23;1
12943469;24;1
11131008;21;1
26862133;23;1
21023988;26;1
9804741;20;1
29465667;29;1
27711730;28;1
9607939;18;1
2391005;24;1
9759608;30;1
682714;31;1
29603327;24;1
6548288;26;1
780854;30;1
4304242;26;1
39140556;29;1
17935885;25;1
8092455;30;1
19269210;24;1
29914057;26;1
10233667;13;1
35183960;29;1
19065714;22;1
22255722;24;1
24731825;30;1
574021;18;1
3362764;23;1
10071006;20;1
31815983;30;1
11588751;29;1
18053663;14;1
28487331;26;1
35832739;30;0
26972569;30;1
943575;13;1
34144971;17;1
24374393;29;1
5593839;28;1
17840120;30;0
22103891;18;1
35241373;29;0
13700011;21;1
38728943;29;1
9297162;22;1
25017743;30;1
28573342;30;1
11208380;29;1
20521737;23;1
39934717;30;1
22369777;29;1
12467987;17;1
5751976;24;1
26000889;21;1
23664161;30;1
29351455;30;1
8526783;30;1
38015604;13;1
24340749;32;1
10001313;26;1
22624319;25;1
7554869;29;1
32469493;20;1
21246336;14;1
21851915;25;1
14433909;26;1
1719608;29;1
22060005;30;1
24736948;30;1
18115204;28;1
24539408;28;1
15995341;23;1
34230241;21;1
19673084;27;1
26852007;31;1
28391137;20;1
36865556;27;1
17071569;29;0
24453044;25;1
7861857;24;1
31652980;9;1
12042934;30;1
23755606;14;1
6176418;28;1
21579757;21;1
12344957;17;1
23409382;24;1
43306661;26;1
6819429;8;1
9620946;30;1
27340338;17;1
6037305;27;1
17081028;19;1
24883765;21;1
10796534;11;1
7161060;14;1
24023380;31;1
28815744;28;1
30931035;26;1
4965698;30;1
18222214;25;1
35250379;30;1
11555561;21;1
1991958;30;1
6437329;30;1
37287958;30;1
12882533;15;1
3141886;23;1
35069490;12;1
7943245;25;1
22801771;20;1
10164940;28;1
7279101;12;1
288651;30;1
11621938;22;1
36953025;28;0
9598238;18;1
40251960;28;1
24420531;31;1
25396191;30;1
40286628;29;0
25780236;22;1
12648318;28;1
23712203;17;1
10264309;24;1
39647663;30;0
18338430;10;1
22912520;28;1
12158244;12;1
1146979;26;1
684198;23;1
9250741;19;1
32153455;23;1
12646415;15;1
3340396;27;1
400104;30;1
41050620;28;1
27549132;20;1
26262388;21;1
6025529;28;1
36986443;20;1
8007359;9;1
29790224;26;1
12785384;25;0
21227573;27;1
10289218;29;1
900827;31;1
41759261;18;1
6663309;30;1
35818430;20;1
36387109;21;1
8450641;28;1
34825055;30;0
20344307;26;1
21550524;28;1
32739753;30;1
18363528;23;1
41625849;19;1
7619071;23;1
40913237;29;1
23818385;26;1
35775229;10;1
24894310;27;1
28382644;29;1
23104504;31;1
331753;27;1
28450076;29;1
26086824;26;1
19233765;29;1
17509269;20;1
7079606;19;1
22236902;26;1
9568526;30;0
27703025;28;1
568456;30;1
26452986;25;1
1262428;22;1
6501924;23;1
22118179;30;1
11750462;28;1
9820458;22;1
30019431;21;1
10168610;27;1
42221894;27;1
30133321;30;1
10056235;23;1
22891734;18;1
20046387;19;1
27249870;25;1
22746122;28;0
7193137;25;1
23025770;30;1
34259124;18;1
1792139;21;1
18738626;30;1
10965350;26;1
504104;25;1
30823087;6;1
21552466;23;1
24212174;31;1
10807820;28;1
23347757;30;0
32260589;29;1
12951626;27;1
11573872;27;1
213361;24;1
40538067;30;1
25947578;13;1
23443860;22;1
34944982;29;1
8673275;20;1
11012686;16;1
17788512;28;0
8650334;30;0
22026082;29;0
21171395;31;1
16438401;18;1
2112797;24;1
309080;22;1
29574846;27;1
36031628;22;1
39250675;19;1
12968183;30;1
9703019;30;0
335176;16;1
18626897;31;1
9853356;20;1
856020;24;1
24554439;16;1
17236590;31;1
8238536;19;1
6835759;15;1
26579220;30;0
12895296;18;1
27536869;29;0
27942821;28;0
23009643;16;1
30120726;15;1
12348261;26;1
12491451;28;1
9791186;13;1
25768728;30;1
12819296;31;1
30186531;30;0
31512770;28;0
25315643;28;1
8551842;22;1
27598451;28;1
18687475;30;1
5851122;7;1
29192468;30;1
29035831;20;1
12283654;19;1
30331068;24;1
20158817;19;1
22476120;18;1
8621431;23;1
6440624;18;1
18905423;30;0
18983336;28;1
6119061;19;1
10792095;25;1
8340965;26;1
26412736;29;1
4050637;30;1
20458656;28;0
32339757;22;1
25008707;20;1
8791592;26;1
6924820;28;1
18030259;29;1
25922728;20;1
23794412;17;1
6450326;28;1
18282673;24;1
9553368;30;1
23915791;14;1
6411863;27;1
23629678;9;1
8858747;31;1
25751143;23;1
29624953;23;1
19545499;29;0
24180217;23;1
25308715;22;1
9920553;30;1
18894686;7;1
7255381;10;1
7103259;30;1
11923635;30;1
21799670;18;1
28098026;28;1
24854404;30;0
7078155;30;0
9749361;30;1
41557475;23;1
1761365;21;1
9861145;28;1
26233559;25;1
29596650;29;1
758791;28;0
29711226;21;1
28785260;27;1
14418651;30;0
41505684;28;1
6449514;27;1
19389847;21;1
13017039;6;1
28675094;22;1
1705870;13;1
8021310;30;1
1629212;30;0
7152548;29;0
1114903;9;1
7044146;31;0
25424941;21;1
24955649;30;0
1400333;30;0
6489785;29;1
18299954;29;1
23309970;30;0
6916113;20;1
21822451;30;1
12433686;25;1
6030948;24;1
7726226;29;1
8215289;23;1
30744160;31;0
13133551;28;1
23297619;30;1
26568657;29;1
34694096;29;0
1537948;31;1
7642557;14;1
17515434;10;1
41443491;23;1
9961667;32;1
22807610;14;1
33276229;31;0
450123;13;1
742969;22;1
10963075;20;1
34936216;28;1
25394130;30;1
18959896;28;1
27364533;27;1
42255853;22;1
9828574;27;0
22827288;17;1
22030704;30;1
25463888;26;1
12021670;11;1
39740340;31;1
2023092;26;0
26446775;30;0
8659964;13;1
12343406;31;0
18436680;14;1
32022734;20;1
38507329;29;1
8053005;22;1
3303576;28;1
12288640;27;1
9938046;20;1
1613154;15;1
2969184;26;1
30204453;28;0
32559512;28;1
28518002;14;1
44909111;26;1
6433363;24;1
11481055;26;0
26229421;29;1
26114399;28;1
29168446;29;0
21003058;29;1
27939675;23;1
32016300;29;1
27560953;31;1
23361898;8;1
24078429;27;1
21033994;19;1
20497033;17;1
43638700;21;1
22034639;20;1
8182129;30;0
33886382;31;0
22717489;28;1
347565;30;0
29370879;29;1
11163491;27;1
28953093;27;1
34063569;30;0
2493656;17;1
40606910;15;1
13070059;28;1
8079430;30;1
23498428;20;1
43576739;31;1
29954204;15;1
28275588;29;1
24440800;14;1
25314452;30;0
23747193;21;1
637159;14;1
7756377;23;1
36245982;19;1
12816872;26;1
20901298;29;1
23487458;26;1
1663267;27;1
22624425;10;1
516451;19;1
587238;30;1
24110453;30;1
39433951;29;1
19515275;5;1
12426240;25;1
25125718;24;1
28725680;23;1
482482;23;1
18071420;31;0
17982334;28;0
11653919;25;0
12294726;22;1
45992204;31;1
12012189;30;1
30542007;22;1
250831;6;1
8696091;20;1
24828723;9;1
11744106;28;1
452104;19;1
21894619;29;1
36108105;27;1
12282753;28;1
20029990;18;1
17237212;22;1
20949915;18;1
21069417;17;1
36535913;28;0
21305234;18;1
8202954;24;1
23397152;28;1
45871295;31;1
13689122;30;1
15784293;23;1
5877556;23;1
28879692;31;1
11181696;30;1
40477026;25;1
223835;30;1
411253;21;1
19139029;25;1
24425984;30;1
21046112;27;1
22084290;25;1
18102379;28;1
38806554;15;1
30108717;21;1
25040327;28;1
14000903;27;1
11093166;31;1
11375071;22;1
2141435;24;1
10288955;19;1
1445737;19;0
784018;29;1
11742147;20;1
221761;23;1
7182355;30;0
15408960;15;1
45703476;28;1
22710571;32;1
24486692;25;1
4220688;27;1
38652296;29;1
9888852;28;0
12527703;18;1
6600737;22;1
7791844;24;1
20125532;15;1
12916983;31;1
6619539;31;1
24853555;24;1
1692250;23;1
11625255;30;1
41419797;24;1
29643053;24;1
14381236;30;1
18668204;18;1
741619;29;0
8385688;27;1
33276903;30;1
1920218;31;0
19361751;19;1
10072395;13;1
18359389;19;1
18802015;26;1
25422202;28;1
35957900;24;1
30037947;22;1
37595681;22;1
31704146;30;1
5966053;22;1
982192;26;1
6130287;20;1
1869266;23;1
19048046;30;0
20430243;25;1
39943144;27;0
23977504;24;1
42502068;29;1
40399664;21;1
12960229;12;1
18860391;29;1
31087989;17;1
25786957;28;1
28744339;30;1
8490979;29;1
31072873;30;1
27658443;16;1
8563382;27;1
3086684;26;0
21611569;22;1
32345748;24;1
12662959;30;0
22716689;19;1
17374319;24;1
14853184;21;1
18007021;24;1
9722284;30;1
32953087;20;1
35957666;26;1
9753049;23;1
22196574;21;1
11232320;13;1
7648688;19;1
18086130;28;0
6788590;29;0
1740421;30;1
29647327;33;1
36332581;24;1
28248693;21;1
5983931;18;1
9515746;30;1
9591313;29;1
8494304;28;1
8330748;30;0
28433001;30;1
22220325;20;1
17776555;32;1
18374965;30;0
26896492;31;1
26761343;30;1
25975325;30;1
307941;22;1
7686950;28;1
30472027;28;1
17381971;26;1
18688564;26;1
37529516;29;0
44500074;29;0
22169108;30;1
6474022;18;1
13130918;14;1
18901050;30;0
10948968;18;1
2189091;25;1
43763372;30;1
8896511;30;1
31171517;29;1
541642;13;1
27461761;30;1
8478941;26;1
31020973;29;0
29977394;30;0
27615768;25;1
22785889;13;1
19339417;18;1
41322555;29;1
970339;29;0
33054630;11;1
19501698;31;1
9245056;23;1
22285100;29;1
24852696;28;1
30466904;13;1
13921013;13;1
27889482;25;1
31766630;30;0
29592166;24;1
2139157;30;1
3450844;24;1
11905435;29;0
12792154;24;1
23528511;18;1
21633120;23;1
23461307;24;1
831935;24;0
23984628;19;1
35152817;21;1
1345294;29;1
26287737;30;1
35835057;30;1
20992442;24;1
9771364;30;1
27983989;16;1
35869057;16;1
23244000;25;1
24464246;30;1
34507526;30;1
5996569;27;0
32770066;21;1
22240027;20;1
5977215;17;1
28074709;30;0
18949402;17;1
24800630;23;1
23995354;27;1
832500;26;1
30619571;10;1
24097576;18;1
7823532;26;1
472176;10;1
27645685;30;1
23274725;19;1
35983484;30;0
12245603;20;1
35171427;19;1
25091753;23;1
19048243;19;1
12814991;23;1
26242412;16;1
11242652;25;1
19886160;6;1
17897167;32;1
33065104;26;1
26086911;30;1
12123409;9;1
8677621;30;1
3950336;15;1
10751545;31;1
18954228;25;1
29391494;15;1
11995493;17;1
11566832;30;1
45051784;31;0
1274098;24;1
39816700;22;1
37095533;26;1
29473507;30;1
22415493;28;1
11453218;27;1
29183135;22;1
25218007;30;1
28804258;29;1
40346380;32;1
18940751;30;0
23215673;31;1
44697189;29;1
18090124;30;1
21260614;20;1
36447560;23;1
32907020;30;0
36423831;29;1
28657430;17;1
4767597;21;1
40977269;29;1
16230471;28;0
4823418;27;1
8512287;22;1
21958682;30;1
35735232;22;1
5802143;30;1
41623466;22;1
12326101;30;0
38022433;30;0
212394;20;1
28234740;29;1
34644016;31;1
40116499;30;0
39447648;28;0
26872707;23;1
25333964;29;1
41183860;28;1
40455907;24;1
19516936;27;1
19172811;18;1
12617295;25;1
9728528;29;1
29497191;13;1
1440585;17;1
25020961;17;1
34709961;27;0
23853092;19;1
36690867;30;0
23530704;23;1
25964813;30;1
31154175;26;1
4107373;28;1
27279353;26;1
10262832;24;1
42117078;15;1
17507751;19;1
12620987;26;1
19910701;22;1
9971269;27;1
17385773;31;1
20575489;30;1
3196255;30;1
25195002;28;1
24472405;24;1
5811040;21;1
24847495;17;1
20333943;29;1
522603;30;1
18174694;25;1
36391263;22;1
28254407;28;1
1727272;26;1
33264057;30;1
18762881;21;1
10185600;20;1
515066;30;0
28270135;22;1
12255789;27;1
31690919;18;1
43323806;26;1
26161568;30;1
7688055;23;1
9666096;27;1
35037784;29;0
23568262;30;1
11981531;30;1
12955426;27;1
14063796;30;1
4865516;28;1
36318108;26;1
9736858;26;1
562475;25;1
1794527;27;1
33029879;29;1
12411642;28;1
28551726;20;1
11659861;30;1
24123061;31;1
2054551;17;1
34592901;15;1
31938203;20;1
23715838;26;1
36126271;30;0
22087023;29;0
37875761;22;1
27996146;29;1
40496246;22;1
12406356;18;1
18311872;23;1
26051458;25;1
26186047;20;1
23896518;30;0
21577966;31;1
8666485;18;1
8654279;16;1
12798581;22;1
12230709;29;0
41356944;22;1
28812475;23;1
26796008;27;1
35810084;20;1
37957140;25;1
36194840;18;1
23724287;22;1
1940405;15;1
8595561;30;0
13283284;22;1
36843439;16;1
42892343;30;1
10774422;26;0
36509142;27;0
4464119;12;1
23792354;17;1
38343011;24;1
33696113;8;1
11132739;27;1
6989236;26;1
21392386;28;0
22439471;28;1
24143801;28;1
33054863;31;0
8866423;30;1
302588;21;1
12693365;19;1
10208672;30;0
12141635;11;1
21974717;11;1
18346326;30;0
25890474;29;1
44298001;28;1
18645310;25;1
35852773;30;1
26888969;17;1
